;sentence1_DE;sentence2_DE;gold_label;sentence1;sentence2
2470;Bei Abweichungen / Nebenabweichungen wurde ein Risiko hinsichtlich der Qualität von Kaufteilen der Mustermann AG identifiziert, der Lieferant wird aufgefordert, Abstellmaßnahmen und gegebenenfalls Sofortmaßnahmen einzuleiten und deren Umsetzung und Wirksamkeit der Mustermann AG zur Kenntnis zu geben.;Bei Feststellungen wurde ein Risiko hinsichtlich der Qualität von Mustermann AG Kaufteilen identifiziert, der Lieferant wird aufgefordert, Abstellmaßnahmen und gegebenenfalls Sofortmaßnahmen einzuleiten und deren Umsetzung und Wirksamkeit der Mustermann AG zur Kenntnis zu geben.;different context;In the event of deviations / minor deviations, a risk has been identified with regard to the quality of purchased parts of Mustermann AG, the supplier is requested to initiate corrective measures and, if necessary, immediate measures and to inform Mustermann AG of their implementation and effectiveness.;In the event of findings, a risk was identified with regard to the quality of Mustermann AG purchased parts, the supplier is requested to initiate corrective measures and, if necessary, immediate measures and to inform Mustermann AG of their implementation and effectiveness.
2471;Im Falle von Konflikten zwischen nationaler Gesetzgebung und dieser Richtlinie werden der Konzernbeauftragte für den Datenschutz und die zentrale Compliance-Organisation mit der zuständigen Konzerngesellschaft zusammenarbeiten, um eine praktische Lösung zu finden, die dem Zweck dieser Richtlinie entspricht.;Bei Konflikten zwischen nationaler Gesetzgebung und dieser Richtlinie werden der Konzernbeauftragte für den Datenschutz und die zentrale Compliance-Organisation mit der zuständigen Konzerngesellschaft zusammenarbeiten, um eine praktische Lösung zu finden, die dem Zweck dieser Richtlinie entspricht.;neutral;In the event of conflicts between national legislation and this policy, the Group Data Protection Officer and the central compliance organization will work with the responsible Group company to find a practical solution that meets the purpose of this policy.;In the event of conflicts between national legislation and this policy, the Group Data Protection Officer and the central compliance organization will work with the relevant Group company to find a practical solution that is consistent with the purpose of this policy.
2472;Jeder Betroffene kann sich mit Anregungen, Anfragen, Auskunftsersuchen oder Beschwerden im Zusammenhang mit Fragen des Datenschutzes oder der Datensicherheit an den Konzernbeauftragten für den Datenschutz oder an den für ihn zuständigen Datenschutzkoordinator wenden.;Jeder Betroffene kann sich mit Anregungen, Anfragen, Auskunftsersuchen oder Beschwerden im Zusammenhang mit Fragen des Datenschutzes oder der Datensicherheit personenbezogener Datenverarbeitungen an den Datenschutzbeauftragten oder den für ihn zuständigen Datenschutzkoordinator wenden.;neutral;Any data subject can contact the Group Data Protection Officer or the data protection coordinator responsible for them with suggestions, inquiries, requests for information or complaints in connection with data protection or data security issues.;Any data subject can contact the Data Protection Officer or the Data Protection Coordinator responsible for them with suggestions, inquiries, requests for information or complaints in connection with data protection or data security issues relating to personal data processing.
2473;Bei Güterschäden haftet der Frachtführer.;Der Frachtführer haftet bei Güterschäden.;neutral;In the event of damage to goods, the carrier is liable.;The carrier is liable for damage to goods.
2474;Das Rauchen ist nur in eigens hierfür ausgewiesenen Bereichen gestattet (Raucherzonen werden durch das Bord Kdo bzw. die Werftgruppe / die E-Gruppe festgelegt).;Das Rauchen ist nur in den ausgewiesenen Raucherzonen erlaubt.;neutral;Smoking is only permitted in specially designated areas (smoking areas are determined by the shipboard Kdo or the shipyard group / E-group).;Smoking is only permitted in the designated smoking areas.
2475;In Musterstadt im 110-kV-Feld Transformator 202 den Leistungsschalter ausschalten.;In Musterstadt im 110-kV-Feld Transformator 202 den Leistungsschalter einschalten.;contradiction;Switch off the circuit breaker in the 110 kV field transformer 202 in Musterstadt.;Switch on the circuit breaker in the 110 kV field of transformer 202 in Musterstadt.
2476;Alle Behälter, die die festgelegte Zurückweisungsgrenze nicht erfüllen, sind zurückzuweisen und entweder zu zerstören oder für den Zweck von Losprüfungen zu verwenden.;Alle Behälter, die die festgelegte Zurückweisungsgrenze nicht erfüllen, müssen zurückgewiesen und entweder zerstört oder für Losprüfungen verwendet werden.;neutral;All containers that do not meet the specified rejection limit must be rejected and either destroyed or used for the purpose of batch testing.;All containers that do not meet the specified rejection limit must be rejected and either destroyed or used for batch testing.
2477;Werden keine Vollpaletten geliefert so ist jede sortenreine Lage mit einem eigenen Transportetikett auszuzeichnen.;Werden keine Vollpaletten geliefert, so ist jede sortenreine Lage mit einem eigenen Transportetikett auszuzeichnen.;neutral;If no full pallets are delivered, each single-variety layer must be labeled with its own transport label.;If full pallets are not delivered, each single-type layer must be marked with its own transport label.
2478;Den Anordnungen des Einsatzleiters der Feuerwehr ist Folge zu leisten.;Den Anordnungen der internen Einsatzleitung bzw. der Einsatzleiter der Feuerwehr ist Folge zu leisten.;inconsistent;The instructions of the head of the fire department must be followed.;The instructions of the internal operations management or the fire department's operations manager must be followed.
2479;Das Rauchen ist nur in den ausgewiesenen Raucherzonen gestattet.;In Gebäuden und im Freien ist das Rauchen nur in den ausgewiesenen Raucherzonen gestattet.;neutral;Smoking is only permitted in the designated smoking areas.;Smoking is only permitted indoors and outdoors in the designated smoking areas.
2480;Im Fall von Einladungen wird dringend empfohlen, sicherzustellen, dass der Amtsträger die Einladung annehmen darf.;Es ist in jedem Fall sicherzustellen, dass der Amtsträger die Einladung annehmen darf: Der Amtsträger sollte sich an seine zuständige Compliance-Abteilung wenden.;contradiction;In the case of invitations, it is strongly recommended to ensure that the office holder is authorized to accept the invitation.;In any case, it must be ensured that the public official is allowed to accept the invitation: The public official should contact his or her responsible compliance department.
2481;Entscheidungen, die für die betroffenen Person negative rechtliche Folgen nach sich ziehen oder erheblich beeinträchtigen, dürfen nicht ausschließlich auf eine automatisierte Verarbeitung personenbezogener Daten, die der Bewertung einzelner Persönlichkeitsmerkmale dient, gestützt werden, d. h. nicht ausschließlich durch Verwendung von Informationstechnik getroffen werden.;Entscheidungen, die für die Betroffene / den Betroffenen negative rechtliche Folgen nach sich ziehen oder sie / ihn erheblich beeinträchtigten können, dürfen nicht ausschließlich auf eine automatisierte Verarbeitung von personenbezogenen Daten gestützt werden, die der Bewertung einzelner Persönlichkeitsmerkmale dient, beispielsweise der beruflichen Leistungsfähigkeit.;neutral;Decisions that entail negative legal consequences for the data subject or significantly affect them may not be based exclusively on automated processing of personal data that serves to assess individual personality traits, i.e. they may not be made exclusively through the use of information technology.;Decisions that could have negative legal consequences for the data subject or significantly affect him/her may not be based exclusively on automated processing of personal data used to assess individual personality traits, such as professional performance.
2482;Gemäß Arbeitsschutzgesetz hat der Auftragnehmer zur Verhütung von Arbeitsunfällen Maßnahmen zu treffen, die den Bestimmungen der Unfallverhütungsvorschriften und im Übrigen den allgemein anerkannten sicherheitstechnischen und arbeitsmedizinischen Regeln entsprechen.;Gemäß Arbeitsschutzgesetz haben Sie zur Verhütung von Arbeitsunfällen Maßnahmen zu treffen, die den Bestimmungen der Unfallverhütungsvorschriften und im Übrigen den allgemein anerkannten, sicherheitstechnischen Regeln entsprechen.;different context;In accordance with the Occupational Health and Safety Act, the Contractor must take measures to prevent accidents at work that comply with the provisions of the accident prevention regulations and, moreover, the generally recognized safety and occupational health rules.;In accordance with the Occupational Health and Safety Act, you must take measures to prevent accidents at work that comply with the provisions of the accident prevention regulations and the generally recognized safety regulations.
2483;Der Abschluss und das Bestehen der Versicherung sind der Mustermann AG auf Verlangen nachzuweisen.;Abschluss und Bestehen der Versicherungen sind der Mustermann AG auf Verlangen nachzuweisen.;neutral;Proof of the conclusion and existence of the insurance must be provided to Mustermann AG on request.;Proof of the conclusion and existence of the insurance policies must be provided to Mustermann AG on request.
2484;Die Transportmenge des aktuellen Abrufes ist am Vortag der Bereitstellung bis spätestens 16.00 Uhr dem Spediteur zum Transport zu avisieren.;Die Transportmenge des aktuellen Abrufes ist am Vortag der Bereitstellung bis spätestens 12.00 Uhr dem Spediteur zum Transport zu avisieren.;contradiction;The transport quantity of the current call-off must be notified to the forwarding agent for transportation by 4 p.m. at the latest on the day before provision.;The transport quantity of the current call-off must be notified to the forwarding agent for transportation by 12.00 noon at the latest on the day before provision.
