;sentence1;sentence2;gold_label
2478;Mein Beitrag: Ich achte bei jeglichem Kontakt mit Wettbewerbern darauf, dass keine Informationen entgegengenommen oder gegeben werden, die Rückschlüsse auf das gegenwärtige oder zukünftige geschäftliche Verhalten des Informationsgebers zulassen.;Ich achte bei jeglichem Kontakt mit Wettbewerbern darauf, dass keine Informationen entgegengenommen oder gegeben werden, die Rückschlüsse auf das gegenwärtige oder zukünftige geschäftliche Verhalten des Informationsgebers zulassen.;neutral
2479;Nach Abschluss der Arbeiten sind die Maßnahmen zur Meldungsunterdrückung rückgängig zu machen.;Nach Beendigung der Arbeiten sind die Maßnahmen zur Meldungsunterdrückung wieder rückgängig zu machen.;neutral
2480;Bestimmbar ist eine Person z. B. dann, wenn der Personenbezug durch eine Kombination von Informationen mit auch nur zufällig vorhandenem Zusatzwissen hergestellt werden kann.;Bestimmbar ist eine Person z. B. dann, wenn der Personenbezug durch eine Verknüpfung von Informationen mit möglicherweise vorhandenem Zusatzwissen hergestellt werden kann.;neutral
2481;Des Weiteren sendet der LIEFERANT bei jeder Lieferung eine ASN an das belieferte Mustermann AG Werk (vgl. Kap. 1.2.2).;Der LIEFERANT hat bei jeder Lieferung eine ASN an das belieferte Mustermann AG Werk zu senden (vgl. Kap. 1.2.2).;neutral
2482;Die FMEA-Erstellung hat sich am VDA Band 4.2 in der jeweils gültigen Fassung zu orientieren.;Die FMEA-Erstellung hat sich an VDA Band 4, Teil 2 in der jeweils gültigen Fassung zu orientieren.;neutral
2483;Der Zutritt zu den Gebäuden ist betriebsfremden BI-Mitarbeitern und Partnerfirmenmitarbeitern nur nach vorangegangener Anmeldung gestattet.;Der Zutritt zu den Gebäuden ist betriebsfremden BI- und Partnerfirmenmitarbeitern nur nach vorangegangener Anmeldung gestattet.;neutral
2484;Die Fremdfirma hat alle Maßnahmen zu ergreifen, die der Unversehrtheit von Leib und Leben ihrer eigenen Mitarbeiter, der Mustermann AG Mitarbeiter, der Mitarbeiter Dritter und der Umwelt dienen.;Die Fremdfirma ist verpflichtet, so vorzugehen, dass sie mit ihrer Tätigkeit die Gesundheit oder das Leben der Mitarbeiter der Mustermann AG und anderer Personen oder die Umwelt nicht gefährdet und die Anlagen der Mustermann AG nicht beschädigt.;inconsistent
2485;Die Fremdfirma verpflichtet sich, nur Personen einzusetzen, für die die gesetzlichen Melde- und Erlaubnisvorschriften erfüllt sind.;Die Fremdfirma ist verpflichtet, nur Personen einzusetzen, für die die gesetzlichen Melde- und Erlaubnisvorschriften erfüllt sind (z. B. Lohnsteuerkarte, Sozialversicherung, bei Ausländern ggf. Arbeitsgenehmigung).;neutral
2486;Anmerkung: Prozessflussdiagramme für Familien ähnlicher Einzelteile sind akzeptabel, falls die neuen Einzelteile durch den Lieferanten bezüglich Ähnlichkeit bewertet wurden.;Freigabe des Aussehens für Familien von Einzelteilen sind akzeptabel, falls die neuen Einzelteile durch den Lieferanten bezüglich Ähnlichkeit bewertet wurden und die eingesetzten Materialien und Prozesse die gleichen sind.;not_related
2487;Bei der Montage von Kompaktanlagen (Verdampfer, Kondensator und Gebläse) auf dem Fahrerhausdach sind die zulässigen Dachlasten nicht zu überschreiten (→ Seite 136).;Bei der Montage von Kompaktanlagen (Verdampfer, Kondensator und Gebläse) auf dem Fahrerhausdach sind die zulässigen Dachlasten nicht zu überschreiten: Kapitel 4.3.8 Dach / Dachlast (→ Seite 86).;neutral
2488;Werden personenbezogene Daten von einer Gesellschaft mit Sitz im Europäischen Wirtschaftsraum an eine verbundene Gesellschaft mit Sitz außerhalb des Europäischen Wirtschaftsraums (Drittstaat) übermittelt, so ist die datenimportierende Gesellschaft verpflichtet, bei allen Anfragen der für die datenexportierende Gesellschaft zuständigen Aufsichtsbehörde mit dieser zu kooperieren und die Feststellungen der Aufsichtsbehörde im Hinblick auf die übermittelten Daten zu beachten.;Werden personenbezogene Daten von einer Konzerngesellschaft mit Sitz im Europäischen Wirtschaftsraum an eine Konzerngesellschaft mit Sitz außerhalb des Europäischen Wirtschaftsraums (Drittstaat) übermittelt, so ist die datenimportierende Gesellschaft verpflichtet, bei allen Anfragen der für die datenexportierende Gesellschaft zuständigen Aufsichtsbehörde mit dieser zu kooperieren und die Feststellungen der Aufsichtsbehörde im Hinblick auf die übermittelten Daten zu beachten.;neutral
2489;Eine Verarbeitung personenbezogener Daten aufgrund eines berechtigten Interesses darf nicht erfolgen, wenn es im Einzelfall einen Anhaltspunkt dafür gibt, dass schutzwürdige Interessen des Mitarbeiters das Interesse an der Verarbeitung überwiegen.;Eine Verarbeitung personenbezogener Daten aufgrund eines berechtigten Interesses darf erfolgen, wenn schutzwürdige Interessen des Mitarbeiters das Interesse an der Verarbeitung nicht überwiegen.;neutral
2490;Verstöße haben ernsthafte Folgen und ziehen Disziplinarmaßnahmen nach sich, bis hin zur Kündigung des Beschäftigungsverhältnisses und gegebenenfalls einer Anzeige bei den zuständigen Behörden.;Jeder Verstoß wird als schwerwiegender Vorfall behandelt und mit Disziplinarmaßnahmen geahndet, unter Umständen bis zur Kündigung des Arbeitsverhältnisses.;inconsistent
2491;Spätestens 10 Werktage bevor ein Zertifikat abläuft muss der Inhaber dieses Zertifikats das Nachfolgezertifikat zur Verfügung gestellt haben (vgl. Kapitel 11).;Spätestens 10 Werktage bevor ein Zertifikat abläuft muss der Inhaber dieses Zertifikats das Nachfolgezertifikat zur Verfügung gestellt haben (vgl. Kapitel 7).;neutral
2492;Der Lieferant hat ferner dafür zu sorgen, dass die Unterlieferanten die relevanten besonderen Merkmale in Kontrollplänen, Prozessablaufplänen, Arbeitsanweisungen und anderen damit in Verbindung stehenden Unterlagen kennen, verstehen und überwachen.;Der Lieferant hat ferner dafür Sorge zu tragen, dass auch seine Unterlieferanten die relevanten besonderen Merkmale in Kontrollplänen, Prozessablaufplänen, Arbeitsanweisungen und anderen damit in Verbindung stehenden Unterlagen kennen, verstehen und in geeigneter Weise überwachen.;neutral
2493;Ergebnisse aus den Prüfungen auf der Baustelle werden vom Fremdprüfer im Baustellenbericht festgehalten.;Die Ergebnisse der Prüfungen auf der Baustelle werden vom Fremdprüfer im Baustellenbericht beschrieben.;neutral
2494;Ausnahmen bedürfen der Zustimmung der / des Vorgesetzten und sind zu begründen.;Ausnahmen sind zu begründen und von dem oder der Vorgesetzten zu genehmigen.;neutral
2495;Die Verwendung von Gefahrstoffen ist dem Auftraggeber in der Handwerkermeldung vor Arbeitsbeginn schriftlich mitzuteilen.;Die Verwendung von Gefahrstoffen ist dem Auftraggeber vor Arbeitsbeginn mitzuteilen.;inconsistent
2496;Der Koordinator kann verlangen, dass ihm die entsprechende Dokumentation einer Unterweisung vorgelegt wird.;Der / Die Koordinator / -in kann verlangen, dass die entsprechende Dokumentation einer Unterweisung vorgelegt wird.;neutral
2497;Die Unternehmensleitung überwacht die Effektivität und prüft die Umsetzung dieser Richtlinie und bewertet regelmäßig ihre Eignung, Angemessenheit und Effektivität.;Die Gruppe zur Verhinderung von Bestechung überwacht die Effektivität und prüft die Durchsetzung dieser Richtlinie und betrachtet regelmäßig ihre Eignung, Angemessenheit und Effektivität.;not_related
2498;Beabsichtigt die Fremdfirma Gefahrstoffe im Sinne der Gefahrstoffverordnung oder wassergefährdende Stoffe im Werk einzusetzen, so sind diese vor Einsatz dem Koordinator des Auftraggebers anzuzeigen und die dazugehörigen Sicherheitsdatenblätter abzugeben.;Beabsichtigt die Fremdfirma Gefahrstoffe im Sinne der Gefahrstoffverordnung im Werk einzusetzen, so sind diese vor Einsatz dem Leiter Technik / Koordinator des Auftraggebers anzuzeigen.;inconsistent
2499;Die Regeln bzw. die zu verwendenden Vordrucke sind im Betriebsstellenbuch bekanntzugeben.;Regeln bzw. die zu verwendenden Vordrucke sind im Betriebsstellenbuch bekanntzugeben.;neutral
2500;Ist die Fertigstellung einer Lieferung vorhersehbar, so übermittelt der Lieferant der benannten Spedition per DFÜ (VDA-Standard, ODETTE, EDIFACT) die Speditionsauftragsdaten.;Ist die Fertigstellung einer Lieferung vorhersehbar, so übermittelt der Lieferant der benannten Spedition die Speditionsauftragsdaten.;inconsistent
2501;Das Rauchen ist generell verboten, mit Ausnahme von drei ausgewiesenen Raucherplätzen.;Rauchen ist nur an ausgewiesenen Raucherplätzen gestattet.;neutral
2502;Für Prototypen und Vorserienteile stimmt der LIEFERANT mit der Mustermann AG die Herstellungs- und Prüfbedingungen ab und dokumentiert diese.;Für Prototypen und Vorserienteile sind zwischen der Mustermann AG und dem Lieferanten die Herstellungs- und Prüfbedingungen abzustimmen und zu dokumentieren.;neutral
2503;Personenbezogene Daten dürfen nur für festgelegte, eindeutige und rechtmäßige Zwecke erhoben und verarbeitet werden.;Personenbezogene Daten dürfen nur erhoben, verarbeitet oder genutzt werden, soweit dies rechtlich zulässig ist oder der Betroffene eingewilligt hat.;inconsistent
2504;Sind aus unserer Sicht Korrekturmaßnahmen erforderlich, wird der Lieferant aufgefordert, uns die Fehlerursachen und die getroffenen Korrekturmaßnahmen zur Beseitigung der Fehlerursachen in Form einer schriftlichen Stellungnahme mitzuteilen.;Sind aus unserer Sicht Korrekturmaßnahmen erforderlich, wird der Lieferant aufgefordert, uns die Fehlerursachen und die getroffenen Korrekturmaßnahmen zur Beseitigung der Fehlerursachen in Form einer schriftlichen Stellungnahme mitzuteilen (8 D-Report).;inconsistent
2505;Der Lieferant ist gehalten die Zertifizierung nach DIN EN ISO 50 001 anzustreben bzw. Aktivitäten zur Verbesserung der Energieeffizienz und der Verbrauchsreduzierung zu planen.;Der Lieferant ist gehalten die Zertifizierung nach ISO 50 001 anzustreben bzw. Aktivitäten zur Verbesserung der Energieeffizienz und der Verbrauchsreduzierung zu planen.;neutral
2506;Interne Kontrollsysteme und -verfahren werden regelmäßigen Prüfungen unterzogen, um ihre Effektivität bei der Bekämpfung von Bestechung und Korruption sicherzustellen.;Interne Kontrollsysteme und -verfahren unterliegen regelmäßigen Prüfungen, um die Sicherheit zu bieten, dass sie Bestechung und Korruption effektiv bekämpfen.;neutral
2507;Die Verpackung der Produkte soll so erfolgen, dass eine Beschädigung während des Transportes und bei der Lagerung auszuschließen ist.;Die Verpackung der Produkte hat so zu erfolgen, dass eine Beschädigung während des Transportes und bei der Lagerung auszuschließen ist.;neutral
2508;Ein Serienschaden liegt vor bei jedem Sachmangel, der bezogen auf typgleiche Liefergegenstände in einem Produktionsmonat (Kalendermonat) der Fahrzeuge eine Mängelquote von mehr als 3 % (mangelhafte produzierte Fahrzeuge / insgesamt produzierte Fahrzeuge) aufweist.;Ein Serienschaden liegt vor bei jedem Sachmangel, der bezogen auf typgleiche Liefergegenstände in einem Produktionsmonat (Kalendermonat) der Fahrzeuge eine Mängelquote von mehr als 3 % (mangelhafte produzierte Fahrzeuge/insgesamt produzierte Fahrzeuge, die mit den typgleichen Liefergegenständen produziert wurden) aufweist.;inconsistent
2509;Das Rauchen ist nur an genehmigten Plätzen, die als Raucherzonen gekennzeichnet sind, erlaubt.;In Gebäuden und im Freien ist das Rauchen nur in den ausgewiesenen Raucherzonen gestattet.;neutral
2510;"In das Eingabefeld "" Stopmarke "" geben Sie EUR 170 ein.";"In das Eingabefeld "" Stopmarke "" geben Sie EUR 100 ein.";contradiction
2511;Werden Maßnahmenpläne mit dem Lieferanten abgestimmt, liegt die Verantwortung diese fristgerecht zu erstellen, zu aktualisieren und rollierend zu kommunizieren beim Lieferanten und hat unaufgefordert zu erfolgen.;Werden Maßnahmenpläne mit dem Lieferanten abgestimmt, liegt die Verantwortung diese fristgerecht zu erstellen, zu aktualisieren und rollierend an die Mustermann AG zu kommunizieren beim Lieferanten und hat unaufgefordert zu erfolgen.;inconsistent
2512;Im Falle unklarer rechtlicher Rahmenbedingungen finden unsere Mitarbeitenden Orientierungen in unseren Unternehmensgrundsätzen sowie durch etablierte und kommunizierte Strukturen und Prozesse.;Im Falle unklarer rechtlicher Rahmenbedingungen finden unsere Mitarbeiter Orientierung in unseren Unternehmensgrundsätzen sowie durch etablierte und kommunizierte Strukturen und Prozesse.;neutral
2513;Der Zugang zu IT-Systemen wird durch angemessene Zugangskontrollen und der Zugriff auf die Informationen durch ein restriktives Berechtigungskonzept geschützt.;Der Zugang zu IT-Systemen wird durch angemessene Zugangskontrollen und der Zugriff auf die Informationen durch ein Berechtigungskonzept geschützt.;inconsistent
2514;Soweit bei den vorgesehenen Arbeiten das Tragen persönlicher Schutzausrüstung notwendig oder vorgeschrieben ist, muss der Fremdunternehmer diese seinen Mitarbeitern in ausreichender Menge zu Verfügung stellen.;Persönliche Schutzausrüstung (PSA): Ist das Tragen von persönlicher Schutzausrüstung erforderlich oder vorgeschrieben, hat der Fremdunternehmer diese seinen Mitarbeitern in ausreichender Menge und in geprüftem Zustand zur Verfügung zu stellen.;inconsistent
2515;Kein Mitarbeiter darf anderen im Zusammenhang mit der geschäftlichen Tätigkeit – direkt oder indirekt – unberechtigte Vorteile anbieten oder gewähren, und zwar weder als Geldzahlungen noch in Form von anderen Leistungen.;Kein Mitarbeiter darf anderen, im Zusammenhang mit der geschäftlichen Tätigkeit unberechtigte Vorteile anbieten, versprechen oder gewähren.;inconsistent
2516;Bei freigegebener Nutzung von Einrichtungen der Mustermann AG (Flächen, Gebäude ), Energien (Strom, Druckluft, Dampf) und Wasser / Abwasser behält sich die Mustermann AG vor, ein nutzungsabhängiges Entgelt dem Kontraktor nach Absprache bzw. Ankündigung in Rechnung zu stellen.;Bei durch den AG freigegebener Nutzung von Einrichtungen der Mustermann AG (Flächen, Gebäude ), Energien (Strom, Druckluft, Dampf) und Wasser / Abwasser behält sich die Mustermann AG vor, ein nutzungsabhängiges Entgelt der Fremdfirma nach Absprache bzw. Ankündigung in Rechnung zu stellen.;neutral
2517;Durch geeignete Koordinationsmaßnahmen soll die sichere Arbeitsabwicklung in explosionsgefährdeten Bereichen durch Mitarbeiter von Fremdfirmen gesichert werden sowie, bei Einsatz mehreren Fremdfirmen, die Gefahr für betroffene Arbeitnehmer durch örtliche und zeitliche Abstimmung der Arbeiten und die Festlegung von Schutzmaßnahmen minimiert werden.;Durch geeignete Koordinationsmaßnahmen soll die sichere Arbeitsabwicklung in explosionsgefährdeten Bereichen durch MA von Fremdfirmen sowie, bei Einsatz mehrerer Fremdfirmen, die Gefahren für die betroffenen ArbeitnehmerInnen durch örtliche und zeitliche Abstimmung der Arbeiten und die Festlegung von Schutzmaßnahmen minimiert werden.;neutral
2518;Kontrollmaßnahmen, die eine Verarbeitung von Mitarbeiterdaten erfordern, dürfen nur durchgeführt werden, wenn dazu eine gesetzliche Verpflichtung besteht oder ein begründeter Anlass gegeben ist.;Kontrollmaßnahmen, die eine Verarbeitung von Mitarbeiterdaten erfordern, werden nur durchgeführt, wenn dazu eine gesetzliche Verpflichtung besteht oder ein begründeter Anlass gegeben ist.;neutral
2519;Der Prüfzustand der Produkte weist der Lieferant entsprechend aus, um sicherzustellen, dass ein Produkt nur dann versandt wird, wenn es die erforderlichen Qualitätsprüfungen bestanden hat.;Um sicherzustellen, dass die zu liefernden Produkte die Qualitätsanforderungen erfüllen, hat der Lieferant außerdem geeignete Qualitätsprüfungen durchzuführen.;not_related
